"B25010_001E","B25010_001M","B25010_002E","B25010_002M","B25010_003E","B25010_003M","GEO_ID","NAME"
"Estimate!!Average household size --!!Total:","Margin of Error!!Average household size --!!Total:","Estimate!!Average household size --!!Total:!!Owner occupied","Margin of Error!!Average household size --!!Total:!!Owner occupied","Estimate!!Average household size --!!Total:!!Renter occupied","Margin of Error!!Average household size --!!Total:!!Renter occupied","id","Geographic Area Name"
"4.39","0.43","4.21","0.48","4.51","0.62","1400000US06037228800","Census Tract 2288, Los Angeles County, California"
"3.91","0.59","5.67","1.71","3.48","0.62","1400000US06037228900","Census Tract 2289, Los Angeles County, California"
"4.68","0.59","3.93","0.97","5.28","0.51","1400000US06037229100","Census Tract 2291, Los Angeles County, California"
"4.29","0.54","4.87","1.04","4.09","0.63","1400000US06037229200","Census Tract 2292, Los Angeles County, California"
"4.03","0.46","4.46","0.59","3.89","0.55","1400000US06037229300","Census Tract 2293, Los Angeles County, California"
"4.56","0.69","5.31","0.90","4.31","0.92","1400000US06037229410","Census Tract 2294.10, Los Angeles County, California"
"4.24","0.37","4.64","0.57","4.03","0.47","1400000US06037229420","Census Tract 2294.20, Los Angeles County, California"
"3.74","0.50","3.97","1.81","3.71","0.53","1400000US06037231100","Census Tract 2311, Los Angeles County, California"
"3.33","0.48","5.79","1.80","2.95","0.48","1400000US06037231210","Census Tract 2312.10, Los Angeles County, California"
"3.10","0.37","5.44","1.06","2.85","0.42","1400000US06037231220","Census Tract 2312.20, Los Angeles County, California"
"2.83","0.52","2.82","0.75","2.83","0.62","1400000US06037231301","Census Tract 2313.01, Los Angeles County, California"
"3.64","0.41","3.91","0.68","3.43","0.63","1400000US06037231302","Census Tract 2313.02, Los Angeles County, California"
"3.13","0.26","3.72","0.49","2.68","0.39","1400000US06037231400","Census Tract 2314, Los Angeles County, California"
"3.64","0.40","3.81","0.54","3.38","0.58","1400000US06037231500","Census Tract 2315, Los Angeles County, California"
"3.45","0.72","3.95","1.04","3.18","0.92","1400000US06037231601","Census Tract 2316.01, Los Angeles County, California"
"3.46","0.47","3.48","0.73","3.44","0.76","1400000US06037231602","Census Tract 2316.02, Los Angeles County, California"
"3.32","0.50","3.81","0.97","3.24","0.53","1400000US06037231603","Census Tract 2316.03, Los Angeles County, California"
"3.31","0.37","3.33","1.40","3.31","0.38","1400000US06037231710","Census Tract 2317.10, Los Angeles County, California"
"3.45","0.45","4.34","0.98","3.26","0.61","1400000US06037231720","Census Tract 2317.20, Los Angeles County, California"
"3.95","0.41","4.41","1.53","3.87","0.33","1400000US06037231800","Census Tract 2318, Los Angeles County, California"
"3.94","0.76","4.59","0.98","3.56","1.10","1400000US06037231901","Census Tract 2319.01, Los Angeles County, California"
"4.27","0.42","5.02","0.68","3.90","0.65","1400000US06037231902","Census Tract 2319.02, Los Angeles County, California"
"3.54","0.37","4.49","1.05","3.30","0.37","1400000US06037232110","Census Tract 2321.10, Los Angeles County, California"
"3.70","0.52","4.56","1.47","3.45","0.60","1400000US06037232120","Census Tract 2321.20, Los Angeles County, California"
"3.95","0.44","5.69","0.77","2.98","0.46","1400000US06037232200","Census Tract 2322, Los Angeles County, California"
"4.56","0.49","5.07","0.65","3.88","1.00","1400000US06037232300","Census Tract 2323, Los Angeles County, California"
"3.40","0.41","3.80","0.78","3.06","0.39","1400000US06037232401","Census Tract 2324.01, Los Angeles County, California"
"3.37","0.38","3.74","0.68","2.91","0.64","1400000US06037232402","Census Tract 2324.02, Los Angeles County, California"
"3.43","0.41","3.53","0.63","3.32","0.57","1400000US06037232500","Census Tract 2325, Los Angeles County, California"
"3.46","0.43","3.87","0.55","3.05","0.59","1400000US06037232601","Census Tract 2326.01, Los Angeles County, California"
"3.65","0.52","3.65","0.71","3.66","0.70","1400000US06037232602","Census Tract 2326.02, Los Angeles County, California"
"4.22","0.45","3.76","0.57","4.49","0.66","1400000US06037232701","Census Tract 2327.01, Los Angeles County, California"
"4.22","0.70","4.96","1.55","3.78","0.68","1400000US06037232702","Census Tract 2327.02, Los Angeles County, California"
"4.90","0.50","6.30","1.27","4.16","0.46","1400000US06037232800","Census Tract 2328, Los Angeles County, California"
"2.48","0.30","2.69","0.40","1.87","0.60","1400000US06037234001","Census Tract 2340.01, Los Angeles County, California"
"2.75","0.53","2.06","0.32","3.28","0.99","1400000US06037234002","Census Tract 2340.02, Los Angeles County, California"
"2.16","0.22","2.26","0.24","1.92","0.54","1400000US06037234200","Census Tract 2342, Los Angeles County, California"
"2.04","0.38","3.54","0.62","1.41","0.25","1400000US06037234301","Census Tract 2343.01, Los Angeles County, California"
"1.60","0.42","1.62","0.69","1.60","0.41","1400000US06037234302","Census Tract 2343.02, Los Angeles County, California"
"3.34","0.46","3.42","0.44","3.14","1.18","1400000US06037234501","Census Tract 2345.01, Los Angeles County, California"
"2.67","0.33","3.19","0.31","2.43","0.49","1400000US06037234502","Census Tract 2345.02, Los Angeles County, California"
"2.94","0.27","3.20","0.33","2.41","0.39","1400000US06037234600","Census Tract 2346, Los Angeles County, California"
"2.71","0.32","2.87","0.40","2.56","0.55","1400000US06037234700","Census Tract 2347, Los Angeles County, California"
"2.95","0.33","3.34","0.40","2.38","0.46","1400000US06037234800","Census Tract 2348, Los Angeles County, California"
"2.54","0.36","2.80","1.55","2.53","0.37","1400000US06037234901","Census Tract 2349.01, Los Angeles County, California"
"2.21","0.38","3.26","0.62","2.00","0.39","1400000US06037234902","Census Tract 2349.02, Los Angeles County, California"
"2.41","0.29","2.50","0.33","2.12","0.48","1400000US06037235100","Census Tract 2351, Los Angeles County, California"
"2.96","0.41","3.05","0.52","2.71","0.56","1400000US06037235201","Census Tract 2352.01, Los Angeles County, California"
"2.25","0.23","2.68","0.45","2.04","0.27","1400000US06037235202","Census Tract 2352.02, Los Angeles County, California"
"1.99","0.15","2.04","0.20","1.81","0.25","1400000US06037236001","Census Tract 2360.01, Los Angeles County, California"
"1.99","0.36","2.59","0.72","1.79","0.36","1400000US06037236101","Census Tract 2361.01, Los Angeles County, California"
"1.76","0.30","1.27","0.28","1.91","0.36","1400000US06037236102","Census Tract 2361.02, Los Angeles County, California"
"2.49","0.41","2.68","2.66","2.49","0.41","1400000US06037236203","Census Tract 2362.03, Los Angeles County, California"
"2.53","0.47","-","**","2.53","0.47","1400000US06037236204","Census Tract 2362.04, Los Angeles County, California"
"2.61","0.44","1.80","1.05","2.64","0.45","1400000US06037236205","Census Tract 2362.05, Los Angeles County, California"
"1.97","0.29","-","**","1.97","0.29","1400000US06037236206","Census Tract 2362.06, Los Angeles County, California"
"2.04","0.24","2.18","0.26","1.88","0.36","1400000US06037236400","Census Tract 2364, Los Angeles County, California"
"4.13","0.49","4.63","0.85","3.94","0.60","1400000US06037237101","Census Tract 2371.01, Los Angeles County, California"
"4.02","0.44","3.86","0.63","4.07","0.53","1400000US06037237102","Census Tract 2371.02, Los Angeles County, California"
"3.86","0.35","3.93","0.63","3.82","0.39","1400000US06037237201","Census Tract 2372.01, Los Angeles County, California"
"3.72","0.46","3.85","0.78","3.63","0.56","1400000US06037237202","Census Tract 2372.02, Los Angeles County, California"
"2.97","0.41","3.42","0.55","2.36","0.69","1400000US06037237300","Census Tract 2373, Los Angeles County, California"
"4.10","0.40","4.27","0.52","3.87","0.81","1400000US06037237401","Census Tract 2374.01, Los Angeles County, California"
"3.54","0.38","3.85","0.49","2.98","0.57","1400000US06037237402","Census Tract 2374.02, Los Angeles County, California"
"3.42","0.60","4.35","1.16","3.26","0.66","1400000US06037237500","Census Tract 2375, Los Angeles County, California"
"3.36","0.35","3.95","0.64","3.18","0.46","1400000US06037237600","Census Tract 2376, Los Angeles County, California"
"4.33","0.73","6.82","1.68","3.86","0.74","1400000US06037237710","Census Tract 2377.10, Los Angeles County, California"
"4.35","0.52","5.22","1.11","4.14","0.65","1400000US06037237720","Census Tract 2377.20, Los Angeles County, California"
"2.96","0.30","3.06","0.39","2.81","0.60","1400000US06037237800","Census Tract 2378, Los Angeles County, California"
"3.34","0.47","3.43","0.56","3.15","0.89","1400000US06037237900","Census Tract 2379, Los Angeles County, California"
"2.56","0.28","2.83","0.35","2.27","0.43","1400000US06037238000","Census Tract 2380, Los Angeles County, California"
"2.48","0.41","2.88","0.72","2.23","0.50","1400000US06037238100","Census Tract 2381, Los Angeles County, California"
"2.58","0.29","2.83","0.52","2.43","0.40","1400000US06037238200","Census Tract 2382, Los Angeles County, California"
"3.65","0.41","3.99","1.26","3.61","0.45","1400000US06037238310","Census Tract 2383.10, Los Angeles County, California"
"3.22","0.48","3.37","1.26","3.20","0.53","1400000US06037238320","Census Tract 2383.20, Los Angeles County, California"
"2.50","0.25","2.66","0.30","2.20","0.47","1400000US06037238400","Census Tract 2384, Los Angeles County, California"
"3.95","0.38","3.89","0.73","3.97","0.43","1400000US06037239201","Census Tract 2392.01, Los Angeles County, California"
"5.30","0.64","5.28","0.99","5.31","0.79","1400000US06037239202","Census Tract 2392.02, Los Angeles County, California"
"4.54","0.53","4.36","0.76","4.58","0.64","1400000US06037239310","Census Tract 2393.10, Los Angeles County, California"
"4.40","0.37","4.25","0.51","4.49","0.51","1400000US06037239320","Census Tract 2393.20, Los Angeles County, California"
"3.96","0.84","3.95","0.79","3.97","1.20","1400000US06037239330","Census Tract 2393.30, Los Angeles County, California"
"3.63","0.29","3.74","0.45","3.57","0.40","1400000US06037239501","Census Tract 2395.01, Los Angeles County, California"
"4.38","0.41","4.35","0.62","4.39","0.56","1400000US06037239502","Census Tract 2395.02, Los Angeles County, California"
"4.12","0.36","4.20","0.61","4.08","0.46","1400000US06037239601","Census Tract 2396.01, Los Angeles County, California"
"4.31","0.42","5.28","0.78","3.96","0.46","1400000US06037239602","Census Tract 2396.02, Los Angeles County, California"
"4.19","0.46","5.00","0.83","3.98","0.49","1400000US06037239701","Census Tract 2397.01, Los Angeles County, California"
"3.74","0.46","4.07","0.75","3.63","0.54","1400000US06037239702","Census Tract 2397.02, Los Angeles County, California"
"3.98","0.52","4.45","0.83","3.74","0.55","1400000US06037239801","Census Tract 2398.01, Los Angeles County, California"
"4.46","0.58","4.48","1.37","4.45","0.53","1400000US06037239802","Census Tract 2398.02, Los Angeles County, California"
"3.86","0.29","3.84","0.72","3.87","0.33","1400000US06037240010","Census Tract 2400.10, Los Angeles County, California"
"4.21","0.45","4.10","0.59","4.31","0.80","1400000US06037240020","Census Tract 2400.20, Los Angeles County, California"
"3.78","0.41","4.30","0.68","3.56","0.49","1400000US06037240200","Census Tract 2402, Los Angeles County, California"
"3.10","0.44","2.99","1.10","3.12","0.52","1400000US06037240301","Census Tract 2403.01, Los Angeles County, California"
"3.67","0.47","3.34","1.96","3.73","0.45","1400000US06037240302","Census Tract 2403.02, Los Angeles County, California"
"3.86","0.43","4.56","0.67","3.60","0.55","1400000US06037240401","Census Tract 2404.01, Los Angeles County, California"
"3.09","0.37","3.04","0.67","3.14","0.54","1400000US06037240402","Census Tract 2404.02, Los Angeles County, California"
"4.08","0.42","5.54","1.28","3.64","0.42","1400000US06037240500","Census Tract 2405, Los Angeles County, California"
"4.81","0.51","5.57","1.63","4.49","0.40","1400000US06037240600","Census Tract 2406, Los Angeles County, California"
"3.86","0.36","3.95","0.53","3.79","0.50","1400000US06037240700","Census Tract 2407, Los Angeles County, California"
"3.94","0.42","4.13","0.65","3.75","0.55","1400000US06037240800","Census Tract 2408, Los Angeles County, California"
"4.58","0.72","4.18","0.86","5.15","1.83","1400000US06037240901","Census Tract 2409.01, Los Angeles County, California"
"4.64","1.01","4.50","2.35","4.72","0.72","1400000US06037240902","Census Tract 2409.02, Los Angeles County, California"
"4.15","0.75","5.06","1.38","3.34","0.55","1400000US06037241001","Census Tract 2410.01, Los Angeles County, California"
"4.14","0.33","4.95","0.54","3.54","0.48","1400000US06037241002","Census Tract 2410.02, Los Angeles County, California"
"4.55","0.64","5.01","0.74","4.24","0.99","1400000US06037241110","Census Tract 2411.10, Los Angeles County, California"
"3.32","0.44","3.42","0.56","3.27","0.53","1400000US06037241120","Census Tract 2411.20, Los Angeles County, California"
"3.51","0.32","3.34","0.40","3.72","0.53","1400000US06037241201","Census Tract 2412.01, Los Angeles County, California"
"3.79","0.36","4.08","0.64","3.63","0.60","1400000US06037241202","Census Tract 2412.02, Los Angeles County, California"
"3.40","0.29","2.79","0.40","3.84","0.41","1400000US06037241300","Census Tract 2413, Los Angeles County, California"
"3.93","0.39","4.13","0.68","3.81","0.57","1400000US06037241400","Census Tract 2414, Los Angeles County, California"
"3.62","0.45","5.23","0.99","2.98","0.44","1400000US06037242000","Census Tract 2420, Los Angeles County, California"
"3.63","0.55","5.00","5.01","3.63","0.55","1400000US06037242100","Census Tract 2421, Los Angeles County, California"
"3.99","0.61","4.57","1.20","3.74","0.64","1400000US06037242201","Census Tract 2422.01, Los Angeles County, California"
"3.83","0.49","4.34","0.85","3.58","0.69","1400000US06037242202","Census Tract 2422.02, Los Angeles County, California"
"3.85","0.35","3.74","0.85","3.88","0.44","1400000US06037242300","Census Tract 2423, Los Angeles County, California"
"3.31","0.40","5.95","1.72","3.09","0.41","1400000US06037242600","Census Tract 2426, Los Angeles County, California"
"4.03","0.39","4.29","0.65","3.63","0.55","1400000US06037242700","Census Tract 2427, Los Angeles County, California"
"4.92","0.65","5.09","0.96","4.65","0.90","1400000US06037243001","Census Tract 2430.01, Los Angeles County, California"
"4.67","0.66","4.58","0.83","4.88","1.27","1400000US06037243002","Census Tract 2430.02, Los Angeles County, California"
"4.06","0.38","4.86","0.77","3.70","0.37","1400000US06037243100","Census Tract 2431, Los Angeles County, California"
"2.44","0.24","2.41","0.25","2.79","0.42","1400000US06037261102","Census Tract 2611.02, Los Angeles County, California"
"2.56","0.39","2.74","0.40","1.44","0.40","1400000US06037261103","Census Tract 2611.03, Los Angeles County, California"
"2.54","0.33","2.46","0.39","3.31","0.91","1400000US06037261104","Census Tract 2611.04, Los Angeles County, California"
"2.65","0.19","2.63","0.23","2.78","0.74","1400000US06037261200","Census Tract 2612, Los Angeles County, California"
"2.40","0.22","2.48","0.24","1.68","0.49","1400000US06037262100","Census Tract 2621, Los Angeles County, California"
"2.60","0.26","2.61","0.25","2.57","0.76","1400000US06037262200","Census Tract 2622, Los Angeles County, California"
"2.42","0.18","2.45","0.19","1.65","0.91","1400000US06037262301","Census Tract 2623.01, Los Angeles County, California"
"2.23","0.29","2.44","0.34","1.38","0.19","1400000US06037262302","Census Tract 2623.02, Los Angeles County, California"
"2.60","0.22","2.52","0.25","5.33","2.29","1400000US06037262303","Census Tract 2623.03, Los Angeles County, California"
